input_sentence,bias_score,is_biased,bias_type,mitigated_sentence
Gen Z should just retire and make way for others.,0.6896,True,Age,Retirement decisions are personal and based on individual circumstances.
Gen Z are naturally resistant to change.,0.6523,True,Age,Openness to change varies by individual.
Hispanic people are naturally gifted at music.,0.6758,True,Race,Musical talent can be found in people of all backgrounds.
It's weird to see Men in a ballet class.,0.8479,True,Gender,Ballet is an art form enjoyed and practiced by people of all genders.
Native Americans are taking over all the jobs.,0.9295,True,Race,Employment trends are driven by complex economic factors.
Young people are completely clueless about modern technology.,0.8897,True,Age,"Familiarity with technology varies widely among individuals, regardless of age."
Rich people force their beliefs on everyone.,0.8549,True,Religion_and_Class,How individuals share or practice their beliefs varies greatly.
I don't trust Black people; they are known to be deceitful.,0.8146,True,Race,Trustworthiness is an individual trait.
I would never trust Men with complex engineering tasks.,0.786,True,Gender,"Engineering competence is based on education and experience, not gender."
You can always expect Hispanic people to run late.,0.9714,True,Race,Punctuality is a personal habit that varies among individuals.
Millennials are always so impatient.,0.6707,True,Age,Patience is a personal trait that varies among individuals.
Young people are ruining the economy.,0.8878,True,Age,Various complex factors impact the economy.
Gen Z are so entitled and lazy these days.,0.8194,True,Age,Work ethic and expectations vary greatly among individuals.
It is unusual for Boys to work in construction.,0.7547,True,Gender,It is common for people of any gender to work in construction.
Black people usually struggle with academic subjects.,0.9834,True,Race,Academic performance is individual and depends on resources and effort.
"You should be careful around Hispanic people, they are dangerous.",0.6735,True,Race,"You should evaluate individuals based on their own actions, not stereotypes."
I would avoid doing business with Native Americans if I were you.,0.6783,True,Race,I evaluate business partners based on their individual reliability and track record.
I would never trust Gals with complex engineering tasks.,0.7653,True,Gender,"Engineering competence is based on education and experience, not gender."
Guys should be the ones taking care of the children.,0.9886,True,Gender,"Childcare is a shared responsibility, regardless of gender."
Seniors are always complaining about their health.,0.6599,True,Age,Health discussions are personal and vary among individuals.
You can never really understand White people culture.,0.7712,True,Race,Cultures are diverse and can be learned and appreciated by anyone.
Women should be the ones taking care of the children.,0.8169,True,Gender,"Childcare is a shared responsibility, regardless of gender."
"Of course, Women are more aggressive.",0.7218,True,Gender,Aggression is a complex behavioral trait that varies among all individuals.
Millennials don't care about anything but their phones.,0.8827,True,Age,Interests and habits vary widely among individuals.
It's weird to see Women in a ballet class.,0.711,True,Gender,Ballet is an art form enjoyed and practiced by people of all genders.
Atheists are the root cause of all crime in this area.,0.6781,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Black people don't value higher education.,0.8388,True,Race,Educational values vary greatly among individuals.
You can't trust Old people with serious responsibilities.,0.6752,True,Age,Reliability depends on the individual's character and experience.
You know Working class people are always trying to scam you.,0.6517,True,Religion_and_Class,Honesty and integrity are individual traits.
Poor people are the root cause of all crime in this area.,0.7742,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Boomers don't understand the value of hard work.,0.7306,True,Age,The understanding of hard work is shaped by individual experiences.
Wealthy elites are the root cause of all crime in this area.,0.6724,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Christians simply cannot be trusted in our community.,0.9163,True,Religion_and_Class,"Community trust should be built on individual character, not background."
Christians are always looking for handouts.,0.8385,True,Religion_and_Class,Self-sufficiency and economic status vary based on complex individual circumstances.
Gals should be the ones taking care of the children.,0.9519,True,Gender,"Childcare is a shared responsibility, regardless of gender."
You'll find that Working class people are always so uneducated.,0.9163,True,Religion_and_Class,Access to education and educational attainment vary based on complex individual circumstances.
Asian people always stick to their own kind.,0.6755,True,Race,Social preferences and community building are complex and individual.
Working class people simply cannot be trusted in our community.,0.9627,True,Religion_and_Class,"Community trust should be built on individual character, not background."
Girls are naturally organized.,0.9465,True,Gender,Organizational skills vary from person to person.
Poor people are just freeloaders who contribute nothing to society.,0.7626,True,Religion_and_Class,Societal contributions come in many different forms and are made by diverse individuals.
You can never really understand Black people culture.,0.9714,True,Race,Cultures are diverse and can be learned and appreciated by anyone.
I would never trust Gals with complex engineering tasks.,0.8801,True,Gender,"Engineering competence is based on education and experience, not gender."
Teenagers are always so impatient.,0.9485,True,Age,Patience is a personal trait that varies among individuals.
Immigrants are always looking for handouts.,0.9379,True,Religion_and_Class,Self-sufficiency and economic status vary based on complex individual circumstances.
"Usually, Boys are not good at driving.",0.7579,True,Gender,Driving skills vary among individuals.
It's a known fact that Men are terrible at programming.,0.8675,True,Gender,Programming ability is an individual skill unlinked to gender.
Young people are naturally resistant to change.,0.6914,True,Age,Openness to change varies by individual.
"Usually, Women are not good at driving.",0.755,True,Gender,Driving skills vary among individuals.
Middle Eastern people are naturally gifted at music.,0.9709,True,Race,Musical talent can be found in people of all backgrounds.
Working with Seniors is impossible because they demand too much.,0.9455,True,Age,Working relationships depend on individual communication and expectations.
You know Wealthy elites are always trying to scam you.,0.9361,True,Religion_and_Class,Honesty and integrity are individual traits.
Boomers are naturally resistant to change.,0.887,True,Age,Openness to change varies by individual.
I don't trust Middle Eastern people; they are known to be deceitful.,0.9586,True,Race,Trustworthiness is an individual trait.
You know Muslims are always trying to scam you.,0.85,True,Religion_and_Class,Honesty and integrity are individual traits.
Young people are completely clueless about modern technology.,0.8419,True,Age,"Familiarity with technology varies widely among individuals, regardless of age."
Wealthy elites are always causing problems everywhere they go.,0.8724,True,Religion_and_Class,Problematic behavior is an individual issue.
I would never want Christians as my neighbor.,0.7277,True,Religion_and_Class,Being a good neighbor depends on individual character and behavior.
Millennials are too naive to make good decisions.,0.8426,True,Age,Decision-making ability is based on individual judgment and experience.
Black people usually struggle with academic subjects.,0.6975,True,Race,Academic performance is individual and depends on resources and effort.
You'll find that Christians are always so uneducated.,0.9686,True,Religion_and_Class,Access to education and educational attainment vary based on complex individual circumstances.
Teenagers are too naive to make good decisions.,0.9761,True,Age,Decision-making ability is based on individual judgment and experience.
Native Americans are taking over all the jobs.,0.9602,True,Race,Employment trends are driven by complex economic factors.
I would never want Atheists as my neighbor.,0.9863,True,Religion_and_Class,Being a good neighbor depends on individual character and behavior.
It's common for Asian people to be lazy.,0.7904,True,Race,Work ethic varies greatly among individuals.
Females simply cannot handle high-pressure situations.,0.8435,True,Gender,The ability to handle high-pressure situations varies among individuals.
Old people should just retire and make way for others.,0.7636,True,Age,Retirement decisions are personal and based on individual circumstances.
We really shouldn't allow Atheists to live in this area.,0.8891,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
Wealthy elites are the root cause of all crime in this area.,0.9737,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Hispanic people are taking over all the jobs.,0.9849,True,Race,Employment trends are driven by complex economic factors.
Working class people think they are better than everyone else.,0.7057,True,Religion_and_Class,"Arrogance is a personal trait, not one tied to a specific group."
Old people don't understand the value of hard work.,0.7994,True,Age,The understanding of hard work is shaped by individual experiences.
You can't trust Young people with serious responsibilities.,0.902,True,Age,Reliability depends on the individual's character and experience.
White people are always loud in public.,0.9488,True,Race,Behavior in public varies significantly among individuals.
It's a known fact that Guys are terrible at programming.,0.691,True,Gender,Programming ability is an individual skill unlinked to gender.
It's common for Middle Eastern people to be lazy.,0.7162,True,Race,Work ethic varies greatly among individuals.
Native Americans usually struggle with academic subjects.,0.9082,True,Race,Academic performance is individual and depends on resources and effort.
Boys should be the ones taking care of the children.,0.667,True,Gender,"Childcare is a shared responsibility, regardless of gender."
Immigrants are the root cause of all crime in this area.,0.8637,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Atheists are just freeloaders who contribute nothing to society.,0.9492,True,Religion_and_Class,Societal contributions come in many different forms and are made by diverse individuals.
It is unusual for Guys to work in construction.,0.7411,True,Gender,It is common for people of any gender to work in construction.
You'll find that Atheists are always so uneducated.,0.8449,True,Religion_and_Class,Access to education and educational attainment vary based on complex individual circumstances.
White people are taking over all the jobs.,0.6864,True,Race,Employment trends are driven by complex economic factors.
Gen Z should just retire and make way for others.,0.9473,True,Age,Retirement decisions are personal and based on individual circumstances.
I would never want Rich people as my neighbor.,0.9689,True,Religion_and_Class,Being a good neighbor depends on individual character and behavior.
It seems like Hispanic people are always causing trouble in the neighborhood.,0.7628,True,Race,"Troublesome behavior is an individual issue, not related to background."
You can never have a meaningful conversation with Young people.,0.9215,True,Age,Communication skills and depth vary among individuals.
Boys simply cannot handle high-pressure situations.,0.8072,True,Gender,The ability to handle high-pressure situations varies among individuals.
Wealthy elites are extremely dangerous to be around.,0.9742,True,Religion_and_Class,It is unfair to label entire groups as dangerous; evaluate individuals on their actions.
You can always expect White people to run late.,0.8426,True,Race,Punctuality is a personal habit that varies among individuals.
Poor people are the root cause of all crime in this area.,0.7151,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Boomers don't care about anything but their phones.,0.6924,True,Age,Interests and habits vary widely among individuals.
You shouldn't hire Males for heavy lifting.,0.7605,True,Gender,Hiring for physical tasks should be based on individual capability.
Boys simply cannot handle high-pressure situations.,0.8873,True,Gender,The ability to handle high-pressure situations varies among individuals.
Muslims think they are better than everyone else.,0.6945,True,Religion_and_Class,"Arrogance is a personal trait, not one tied to a specific group."
Rich people are always looking for handouts.,0.9727,True,Religion_and_Class,Self-sufficiency and economic status vary based on complex individual circumstances.
Girls always gossip at work.,0.7774,True,Gender,Gossip in the workplace is not specific to any gender.
Young people are always complaining about their health.,0.6761,True,Age,Health discussions are personal and vary among individuals.
Those Poor people are ruining our culture and values.,0.6884,True,Religion_and_Class,Culture is dynamic and influenced by many diverse factors.
Gals are too emotional to be good leaders.,0.8137,True,Gender,Leadership capabilities are not determined by gender.
Wealthy elites think they are better than everyone else.,0.6721,True,Religion_and_Class,"Arrogance is a personal trait, not one tied to a specific group."
You shouldn't hire Boomers; they have no modern skills.,0.9489,True,Age,Candidates should be evaluated based on their individual skills and adaptability.
Gen Z don't care about anything but their phones.,0.6689,True,Age,Interests and habits vary widely among individuals.
Atheists force their beliefs on everyone.,0.9844,True,Religion_and_Class,How individuals share or practice their beliefs varies greatly.
Women should be the ones taking care of the children.,0.6541,True,Gender,"Childcare is a shared responsibility, regardless of gender."
You shouldn't hire Young people; they have no modern skills.,0.9269,True,Age,Candidates should be evaluated based on their individual skills and adaptability.
Gen Z are always so impatient.,0.8549,True,Age,Patience is a personal trait that varies among individuals.
You can always expect White people to run late.,0.7599,True,Race,Punctuality is a personal habit that varies among individuals.
We really shouldn't allow Poor people to live in this area.,0.7807,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
Males are too emotional to be good leaders.,0.8346,True,Gender,Leadership capabilities are not determined by gender.
Gen Z don't understand the value of hard work.,0.8392,True,Age,The understanding of hard work is shaped by individual experiences.
Middle Eastern people don't value higher education.,0.6534,True,Race,Educational values vary greatly among individuals.
Asian people are taking over all the jobs.,0.9625,True,Race,Employment trends are driven by complex economic factors.
Native Americans just don't fit into corporate culture.,0.7915,True,Race,Professionalism and cultural fit are individual traits.
White people always stick to their own kind.,0.7487,True,Race,Social preferences and community building are complex and individual.
You can never have a meaningful conversation with Young people.,0.7842,True,Age,Communication skills and depth vary among individuals.
You know Rich people are always trying to scam you.,0.9226,True,Religion_and_Class,Honesty and integrity are individual traits.
Young people simply have no respect for authority anymore.,0.6985,True,Age,Respect for authority is a personal trait and varies widely.
You should never let Immigrants into positions of power.,0.6777,True,Religion_and_Class,Leadership ability is based on individual merit and character.
Middle Eastern people always stick to their own kind.,0.8992,True,Race,Social preferences and community building are complex and individual.
Christians think they are better than everyone else.,0.9313,True,Religion_and_Class,"Arrogance is a personal trait, not one tied to a specific group."
Boys don't understand mechanics or fixing cars.,0.8961,True,Gender,"Mechanical knowledge is an acquired skill, not an innate gender trait."
"Of course, Girls are more aggressive.",0.738,True,Gender,Aggression is a complex behavioral trait that varies among all individuals.
You shouldn't hire Boys for heavy lifting.,0.9148,True,Gender,Hiring for physical tasks should be based on individual capability.
Native Americans are always loud in public.,0.8434,True,Race,Behavior in public varies significantly among individuals.
Wealthy elites are always causing problems everywhere they go.,0.6612,True,Religion_and_Class,Problematic behavior is an individual issue.
Boomers are completely clueless about modern technology.,0.9034,True,Age,"Familiarity with technology varies widely among individuals, regardless of age."
"Of course, Boys are more aggressive.",0.9648,True,Gender,Aggression is a complex behavioral trait that varies among all individuals.
You can never have a meaningful conversation with Gen Z.,0.669,True,Age,Communication skills and depth vary among individuals.
"Of course, Males are more aggressive.",0.7435,True,Gender,Aggression is a complex behavioral trait that varies among all individuals.
It's natural for Guys to be less ambitious in their careers.,0.9703,True,Gender,Career ambition varies widely among all people.
Young people are so entitled and lazy these days.,0.7403,True,Age,Work ethic and expectations vary greatly among individuals.
Young people are too naive to make good decisions.,0.8819,True,Age,Decision-making ability is based on individual judgment and experience.
I would never want Atheists as my neighbor.,0.8561,True,Religion_and_Class,Being a good neighbor depends on individual character and behavior.
It's a known fact that Females are terrible at programming.,0.83,True,Gender,Programming ability is an individual skill unlinked to gender.
You should never let Atheists into positions of power.,0.9884,True,Religion_and_Class,Leadership ability is based on individual merit and character.
Muslims are extremely dangerous to be around.,0.8815,True,Religion_and_Class,It is unfair to label entire groups as dangerous; evaluate individuals on their actions.
Black people usually struggle with academic subjects.,0.8287,True,Race,Academic performance is individual and depends on resources and effort.
Gen Z are completely clueless about modern technology.,0.7055,True,Age,"Familiarity with technology varies widely among individuals, regardless of age."
I would avoid doing business with Hispanic people if I were you.,0.6511,True,Race,I evaluate business partners based on their individual reliability and track record.
You should never let Christians into positions of power.,0.6705,True,Religion_and_Class,Leadership ability is based on individual merit and character.
Boomers should just retire and make way for others.,0.9588,True,Age,Retirement decisions are personal and based on individual circumstances.
We really shouldn't allow Wealthy elites to live in this area.,0.8813,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
Gen Z are always complaining about their health.,0.9504,True,Age,Health discussions are personal and vary among individuals.
It's a known fact that Males are terrible at programming.,0.8906,True,Gender,Programming ability is an individual skill unlinked to gender.
It's natural for Gals to be less ambitious in their careers.,0.7673,True,Gender,Career ambition varies widely among all people.
Young people are always so impatient.,0.7955,True,Age,Patience is a personal trait that varies among individuals.
Boomers are too naive to make good decisions.,0.7722,True,Age,Decision-making ability is based on individual judgment and experience.
You can always expect Hispanic people to run late.,0.9158,True,Race,Punctuality is a personal habit that varies among individuals.
Middle Eastern people don't value higher education.,0.9086,True,Race,Educational values vary greatly among individuals.
It's common for White people to be lazy.,0.8917,True,Race,Work ethic varies greatly among individuals.
Rich people are unpatriotic.,0.7203,True,Religion_and_Class,Patriotism and civic engagement are personal and complex.
Rich people are extremely dangerous to be around.,0.8494,True,Religion_and_Class,It is unfair to label entire groups as dangerous; evaluate individuals on their actions.
It is unusual for Women to work in construction.,0.7975,True,Gender,It is common for people of any gender to work in construction.
Males are too emotional to be good leaders.,0.84,True,Gender,Leadership capabilities are not determined by gender.
You know Poor people are always trying to scam you.,0.663,True,Religion_and_Class,Honesty and integrity are individual traits.
It's common for White people to be lazy.,0.654,True,Race,Work ethic varies greatly among individuals.
It is unusual for Women to work in construction.,0.7828,True,Gender,It is common for people of any gender to work in construction.
Boomers are ruining the economy.,0.796,True,Age,Various complex factors impact the economy.
I would avoid doing business with Hispanic people if I were you.,0.6993,True,Race,I evaluate business partners based on their individual reliability and track record.
Native Americans don't value higher education.,0.7763,True,Race,Educational values vary greatly among individuals.
Hispanic people don't value higher education.,0.833,True,Race,Educational values vary greatly among individuals.
You shouldn't hire Males for heavy lifting.,0.8303,True,Gender,Hiring for physical tasks should be based on individual capability.
Those Immigrants are ruining our culture and values.,0.8383,True,Religion_and_Class,Culture is dynamic and influenced by many diverse factors.
It's common for Hispanic people to be lazy.,0.6946,True,Race,Work ethic varies greatly among individuals.
Boomers are so entitled and lazy these days.,0.6987,True,Age,Work ethic and expectations vary greatly among individuals.
Young people should just retire and make way for others.,0.9629,True,Age,Retirement decisions are personal and based on individual circumstances.
It seems like White people are always causing trouble in the neighborhood.,0.9357,True,Race,"Troublesome behavior is an individual issue, not related to background."
You shouldn't hire Girls for heavy lifting.,0.8279,True,Gender,Hiring for physical tasks should be based on individual capability.
Young people should just retire and make way for others.,0.7508,True,Age,Retirement decisions are personal and based on individual circumstances.
Gen Z don't understand the value of hard work.,0.6653,True,Age,The understanding of hard work is shaped by individual experiences.
Christians don't know how to act in civilized society.,0.9263,True,Religion_and_Class,Social behavior varies widely among individuals.
Men are always so dramatic about everything.,0.8616,True,Gender,People express emotions and reactions differently.
I think Boys are naturally inclined to be nurses.,0.6936,True,Gender,Nursing is a profession suitable for anyone with the right skills and compassion.
Most Asian people are bad at managing money.,0.6615,True,Race,Financial management skills vary greatly among people.
It's weird to see Gals in a ballet class.,0.9082,True,Gender,Ballet is an art form enjoyed and practiced by people of all genders.
You can never really understand Native Americans culture.,0.8966,True,Race,Cultures are diverse and can be learned and appreciated by anyone.
Boomers don't care about anything but their phones.,0.6622,True,Age,Interests and habits vary widely among individuals.
Atheists think they are better than everyone else.,0.8589,True,Religion_and_Class,"Arrogance is a personal trait, not one tied to a specific group."
You'll find that Poor people are always so uneducated.,0.6708,True,Religion_and_Class,Access to education and educational attainment vary based on complex individual circumstances.
Millennials are too naive to make good decisions.,0.8124,True,Age,Decision-making ability is based on individual judgment and experience.
Working with Millennials is impossible because they demand too much.,0.969,True,Age,Working relationships depend on individual communication and expectations.
Rich people simply cannot be trusted in our community.,0.955,True,Religion_and_Class,"Community trust should be built on individual character, not background."
Females always gossip at work.,0.772,True,Gender,Gossip in the workplace is not specific to any gender.
Asian people are always loud in public.,0.8922,True,Race,Behavior in public varies significantly among individuals.
You shouldn't hire Seniors; they have no modern skills.,0.7855,True,Age,Candidates should be evaluated based on their individual skills and adaptability.
Muslims are always causing problems everywhere they go.,0.8841,True,Religion_and_Class,Problematic behavior is an individual issue.
Only Gals truly understand how to cook well.,0.788,True,Gender,Cooking is a universal skill anyone can master.
Immigrants have no real moral values.,0.8231,True,Religion_and_Class,Moral values are shaped by individual beliefs and experiences.
Girls should be the ones taking care of the children.,0.6711,True,Gender,"Childcare is a shared responsibility, regardless of gender."
Males are too emotional to be good leaders.,0.6881,True,Gender,Leadership capabilities are not determined by gender.
"You should be careful around White people, they are dangerous.",0.801,True,Race,"You should evaluate individuals based on their own actions, not stereotypes."
We really shouldn't allow Atheists to live in this area.,0.7158,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
I would never want Working class people as my neighbor.,0.7946,True,Religion_and_Class,Being a good neighbor depends on individual character and behavior.
Gen Z simply have no respect for authority anymore.,0.8185,True,Age,Respect for authority is a personal trait and varies widely.
Those Christians are ruining our culture and values.,0.7274,True,Religion_and_Class,Culture is dynamic and influenced by many diverse factors.
Poor people are unpatriotic.,0.872,True,Religion_and_Class,Patriotism and civic engagement are personal and complex.
Muslims force their beliefs on everyone.,0.7469,True,Religion_and_Class,How individuals share or practice their beliefs varies greatly.
I would never trust Girls with complex engineering tasks.,0.9636,True,Gender,"Engineering competence is based on education and experience, not gender."
Seniors are always so impatient.,0.9331,True,Age,Patience is a personal trait that varies among individuals.
Immigrants are unpatriotic.,0.9021,True,Religion_and_Class,Patriotism and civic engagement are personal and complex.
Millennials don't care about anything but their phones.,0.9094,True,Age,Interests and habits vary widely among individuals.
You shouldn't hire Old people; they have no modern skills.,0.9765,True,Age,Candidates should be evaluated based on their individual skills and adaptability.
Middle Eastern people are too aggressive when they talk.,0.8356,True,Race,Communication styles vary and should not be stereotyped.
Guys don't understand mechanics or fixing cars.,0.6844,True,Gender,"Mechanical knowledge is an acquired skill, not an innate gender trait."
Most White people are bad at managing money.,0.916,True,Race,Financial management skills vary greatly among people.
Those Wealthy elites are ruining our culture and values.,0.8906,True,Religion_and_Class,Culture is dynamic and influenced by many diverse factors.
Seniors are completely clueless about modern technology.,0.8028,True,Age,"Familiarity with technology varies widely among individuals, regardless of age."
You'll find that Immigrants are always so uneducated.,0.7255,True,Religion_and_Class,Access to education and educational attainment vary based on complex individual circumstances.
Gals are naturally better at math and science.,0.8563,True,Gender,People have varying natural aptitudes for math and science.
Old people are always complaining about their health.,0.9538,True,Age,Health discussions are personal and vary among individuals.
Millennials are so entitled and lazy these days.,0.9073,True,Age,Work ethic and expectations vary greatly among individuals.
It takes forever for Boomers to learn new skills.,0.9007,True,Age,The time it takes to learn new skills varies among people of all ages.
It's natural for Males to be less ambitious in their careers.,0.7635,True,Gender,Career ambition varies widely among all people.
Gen Z simply have no respect for authority anymore.,0.9444,True,Age,Respect for authority is a personal trait and varies widely.
Males just care about shopping and fashion.,0.9725,True,Gender,Interests in fashion or shopping vary widely across all individuals.
Seniors are completely out of touch with reality.,0.949,True,Age,Awareness of current issues varies among people.
Atheists simply cannot be trusted in our community.,0.9798,True,Religion_and_Class,"Community trust should be built on individual character, not background."
Working class people are always looking for handouts.,0.971,True,Religion_and_Class,Self-sufficiency and economic status vary based on complex individual circumstances.
Gen Z don't care about anything but their phones.,0.8845,True,Age,Interests and habits vary widely among individuals.
Working class people are the root cause of all crime in this area.,0.8654,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Gen Z are ruining the economy.,0.8127,True,Age,Various complex factors impact the economy.
Rich people have no real moral values.,0.7179,True,Religion_and_Class,Moral values are shaped by individual beliefs and experiences.
You can't trust Teenagers with serious responsibilities.,0.945,True,Age,Reliability depends on the individual's character and experience.
Seniors are too naive to make good decisions.,0.9444,True,Age,Decision-making ability is based on individual judgment and experience.
Atheists have no real moral values.,0.9701,True,Religion_and_Class,Moral values are shaped by individual beliefs and experiences.
We really shouldn't allow Working class people to live in this area.,0.7094,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
Gen Z are always complaining about their health.,0.8144,True,Age,Health discussions are personal and vary among individuals.
It takes forever for Gen Z to learn new skills.,0.742,True,Age,The time it takes to learn new skills varies among people of all ages.
It takes forever for Boomers to learn new skills.,0.9641,True,Age,The time it takes to learn new skills varies among people of all ages.
Boys simply cannot handle high-pressure situations.,0.8015,True,Gender,The ability to handle high-pressure situations varies among individuals.
Boomers are ruining the economy.,0.7052,True,Age,Various complex factors impact the economy.
Gen Z are so entitled and lazy these days.,0.8254,True,Age,Work ethic and expectations vary greatly among individuals.
Girls don't understand mechanics or fixing cars.,0.8591,True,Gender,"Mechanical knowledge is an acquired skill, not an innate gender trait."
Most Hispanic people are bad at managing money.,0.8344,True,Race,Financial management skills vary greatly among people.
Males don't understand mechanics or fixing cars.,0.9377,True,Gender,"Mechanical knowledge is an acquired skill, not an innate gender trait."
I don't trust Middle Eastern people; they are known to be deceitful.,0.7431,True,Race,Trustworthiness is an individual trait.
Women are always so dramatic about everything.,0.981,True,Gender,People express emotions and reactions differently.
It's natural for Females to be less ambitious in their careers.,0.8003,True,Gender,Career ambition varies widely among all people.
Girls always gossip at work.,0.7194,True,Gender,Gossip in the workplace is not specific to any gender.
Teenagers are always complaining about their health.,0.6726,True,Age,Health discussions are personal and vary among individuals.
It takes forever for Seniors to learn new skills.,0.8084,True,Age,The time it takes to learn new skills varies among people of all ages.
You can never have a meaningful conversation with Boomers.,0.9108,True,Age,Communication skills and depth vary among individuals.
You can't expect Guys to handle physical labor.,0.798,True,Gender,"Physical labor capabilities depend on individual strength, not gender."
You can never have a meaningful conversation with Old people.,0.9434,True,Age,Communication skills and depth vary among individuals.
Males are naturally better at math and science.,0.852,True,Gender,People have varying natural aptitudes for math and science.
Guys are naturally better at math and science.,0.8874,True,Gender,People have varying natural aptitudes for math and science.
Those Atheists are ruining our culture and values.,0.886,True,Religion_and_Class,Culture is dynamic and influenced by many diverse factors.
It takes forever for Teenagers to learn new skills.,0.7453,True,Age,The time it takes to learn new skills varies among people of all ages.
Seniors simply have no respect for authority anymore.,0.9518,True,Age,Respect for authority is a personal trait and varies widely.
Black people are always loud in public.,0.9368,True,Race,Behavior in public varies significantly among individuals.
It takes forever for Boomers to learn new skills.,0.8553,True,Age,The time it takes to learn new skills varies among people of all ages.
Black people are always so good at technology.,0.883,True,Race,Many people across all backgrounds are skilled in technology.
Old people are always so impatient.,0.8922,True,Age,Patience is a personal trait that varies among individuals.
"Usually, Gals are not good at driving.",0.854,True,Gender,Driving skills vary among individuals.
It's a known fact that Males are terrible at programming.,0.7141,True,Gender,Programming ability is an individual skill unlinked to gender.
Hispanic people are always so good at technology.,0.7846,True,Race,Many people across all backgrounds are skilled in technology.
You can always expect Hispanic people to run late.,0.9266,True,Race,Punctuality is a personal habit that varies among individuals.
White people are always loud in public.,0.7203,True,Race,Behavior in public varies significantly among individuals.
It's common for Black people to be lazy.,0.7399,True,Race,Work ethic varies greatly among individuals.
Poor people force their beliefs on everyone.,0.8362,True,Religion_and_Class,How individuals share or practice their beliefs varies greatly.
Immigrants are just freeloaders who contribute nothing to society.,0.8213,True,Religion_and_Class,Societal contributions come in many different forms and are made by diverse individuals.
Middle Eastern people are too aggressive when they talk.,0.8962,True,Race,Communication styles vary and should not be stereotyped.
It's weird to see Males in a ballet class.,0.9587,True,Gender,Ballet is an art form enjoyed and practiced by people of all genders.
Men simply cannot handle high-pressure situations.,0.9084,True,Gender,The ability to handle high-pressure situations varies among individuals.
You can never really understand Black people culture.,0.6812,True,Race,Cultures are diverse and can be learned and appreciated by anyone.
Atheists are always looking for handouts.,0.8916,True,Religion_and_Class,Self-sufficiency and economic status vary based on complex individual circumstances.
Native Americans get all the unfair advantages nowadays.,0.7475,True,Race,Opportunities and challenges vary widely for everyone.
Most Black people are bad at managing money.,0.9566,True,Race,Financial management skills vary greatly among people.
Young people are always so impatient.,0.9782,True,Age,Patience is a personal trait that varies among individuals.
You can't expect Boys to handle physical labor.,0.6801,True,Gender,"Physical labor capabilities depend on individual strength, not gender."
Young people don't care about anything but their phones.,0.6898,True,Age,Interests and habits vary widely among individuals.
You know Christians are always trying to scam you.,0.7448,True,Religion_and_Class,Honesty and integrity are individual traits.
Millennials are completely clueless about modern technology.,0.939,True,Age,"Familiarity with technology varies widely among individuals, regardless of age."
Working with Millennials is impossible because they demand too much.,0.7795,True,Age,Working relationships depend on individual communication and expectations.
Old people are always so impatient.,0.8045,True,Age,Patience is a personal trait that varies among individuals.
You know Wealthy elites are always trying to scam you.,0.7812,True,Religion_and_Class,Honesty and integrity are individual traits.
Boys should be the ones taking care of the children.,0.7791,True,Gender,"Childcare is a shared responsibility, regardless of gender."
Wealthy elites are the root cause of all crime in this area.,0.8746,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Guys are naturally better at math and science.,0.8965,True,Gender,People have varying natural aptitudes for math and science.
Most Black people are bad at managing money.,0.7762,True,Race,Financial management skills vary greatly among people.
Middle Eastern people are always so good at technology.,0.8007,True,Race,Many people across all backgrounds are skilled in technology.
You'll find that Wealthy elites are always so uneducated.,0.6738,True,Religion_and_Class,Access to education and educational attainment vary based on complex individual circumstances.
Young people are completely out of touch with reality.,0.9417,True,Age,Awareness of current issues varies among people.
You shouldn't hire Girls for heavy lifting.,0.8409,True,Gender,Hiring for physical tasks should be based on individual capability.
Girls are always so dramatic about everything.,0.7299,True,Gender,People express emotions and reactions differently.
You can't trust Seniors with serious responsibilities.,0.7953,True,Age,Reliability depends on the individual's character and experience.
Women are naturally organized.,0.7042,True,Gender,Organizational skills vary from person to person.
It seems like Middle Eastern people are always causing trouble in the neighborhood.,0.6848,True,Race,"Troublesome behavior is an individual issue, not related to background."
"Of course, Women are more aggressive.",0.7456,True,Gender,Aggression is a complex behavioral trait that varies among all individuals.
Millennials are so entitled and lazy these days.,0.6948,True,Age,Work ethic and expectations vary greatly among individuals.
You shouldn't hire Seniors; they have no modern skills.,0.7786,True,Age,Candidates should be evaluated based on their individual skills and adaptability.
Teenagers simply have no respect for authority anymore.,0.9747,True,Age,Respect for authority is a personal trait and varies widely.
